X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
1.949311	3.793776e-05	2.781950e-06	-1.000539e-06	-1.812514e-06	
1.950312	2.029190e-05	-1.424614e-06	1.543322e-06	9.071137e-07	
1.951313	-3.433431e-05	-7.063144e-06	1.690608e-06	2.186599e-06	
1.952314	-6.279830e-05	-5.139340e-06	1.837526e-06	1.300214e-07	
1.953314	-6.995648e-05	7.199981e-06	-1.485730e-07	5.346374e-07	
1.954315	-8.102146e-05	1.242344e-05	-3.347526e-06	-3.699214e-07	
1.955316	-6.854824e-05	4.213642e-06	-2.311967e-06	-2.317138e-06	
1.956317	5.522251e-06	-6.636228e-06	1.890361e-06	-2.342451e-06	
1.957318	6.978045e-05	-9.364036e-06	2.827775e-06	-6.723504e-08	
1.958319	5.119152e-05	-5.661336e-06	-1.422394e-06	-2.289855e-06	
1.959320	2.342543e-05	-5.814562e-06	-2.644260e-06	-5.367517e-06	
1.960321	3.458599e-05	-1.240652e-05	4.488152e-07	-2.118206e-07	
1.961322	2.513703e-05	-1.522639e-05	-2.059553e-07	1.006745e-06	
1.962323	2.172995e-06	-9.445581e-06	-2.064075e-06	-1.076342e-06	
1.963324	-1.377345e-06	-6.861360e-06	-1.768148e-07	-5.009168e-07	
